가로등위치,설치개수,소재지도로명주소,소재지지번주소,위도,경도,램프종류,관리기관전화번호,관리기관명,데이터기준일자
006-25,1,강원특별자치도 춘천시 우두동 555-4,강원특별자치도 춘천시 우두동 555-4,37.91674276,127.7392337,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
006-26,1,강원특별자치도 춘천시 우두동 555-4,강원특별자치도 춘천시 우두동 555-4,37.91631577,127.7392621,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
006-27,1,강원특별자치도 춘천시 우두동 1-1,강원특별자치도 춘천시 우두동 1-1,37.9158945,127.739275,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
006-28,1,강원특별자치도 춘천시 우두동 1-1,강원특별자치도 춘천시 우두동 1-1,37.91549241,127.7392837,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
006-29,1,강원특별자치도 춘천시 우두동 1-1,강원특별자치도 춘천시 우두동 1-1,37.91503969,127.7392849,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
006-30,1,강원특별자치도 춘천시 우두동 533-5,강원특별자치도 춘천시 우두동 533-5,37.91461391,127.7392991,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
006-31,1,강원특별자치도 춘천시 우두동 533-5,강원특별자치도 춘천시 우두동 533-5,37.91419496,127.7393035,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
007-01,1,강원특별자치도 춘천시 우두동 562,강원특별자치도 춘천시 우두동 562,37.91679382,127.7396774,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
007-02,1,강원특별자치도 춘천시 우두동 산 5,강원특별자치도 춘천시 우두동 산 5,37.91712952,127.7401733,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
007-03,1,강원특별자치도 춘천시 우두동 산 5,강원특별자치도 춘천시 우두동 산 5,37.91744995,127.7405777,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
007-04,1,강원특별자치도 춘천시 우두동 산 5,강원특별자치도 춘천시 우두동 산 5,37.91773987,127.7408981,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
007-05,1,강원특별자치도 춘천시 우두동 산 5,강원특별자치도 춘천시 우두동 산 5,37.91755676,127.7416077,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
007-06,1,강원특별자치도 춘천시 우두동 산 5,강원특별자치도 춘천시 우두동 산 5,37.91711426,127.7417908,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
007-07,1,강원특별자치도 춘천시 우두동 산 5,강원특별자치도 춘천시 우두동 산 5,37.9167099,127.7419815,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
007-08,1,강원특별자치도 춘천시 우두동 산 5,강원특별자치도 춘천시 우두동 산 5,37.91632462,127.7419739,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
007-09,1,강원특별자치도 춘천시 우두동 산 5,강원특별자치도 춘천시 우두동 산 5,37.9160614,127.7419052,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
007-10,1,강원특별자치도 춘천시 우두동 산 5,강원특별자치도 춘천시 우두동 산 5,37.91588974,127.7420807,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-01,1,강원특별자치도 춘천시 우두동 150-7,강원특별자치도 춘천시 우두동 150-7,37.90573883,127.7396393,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-02,1,강원특별자치도 춘천시 우두동 150-7,강원특별자치도 춘천시 우두동 150-7,37.90617752,127.7396698,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-03,1,강원특별자치도 춘천시 우두동 280-1,강원특별자치도 춘천시 우두동 280-1,37.90663147,127.7397003,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-04,1,강원특별자치도 춘천시 우두동 460-5,강원특별자치도 춘천시 우두동 460-5,37.90753555,127.7397461,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-05,1,강원특별자치도 춘천시 우두동 460-6,강원특별자치도 춘천시 우두동 460-6,37.9079895,127.7397766,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-06,1,강원특별자치도 춘천시 우두동 460-6,강원특별자치도 춘천시 우두동 460-6,37.9084816,127.7397614,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-07,1,강원특별자치도 춘천시 우두동 460-6,강원특별자치도 춘천시 우두동 460-6,37.90893173,127.7397308,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-08,1,강원특별자치도 춘천시 우두동 463-6,강원특별자치도 춘천시 우두동 463-6,37.90932083,127.7396622,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-09,1,강원특별자치도 춘천시 우두동 152-14,강원특별자치도 춘천시 우두동 152-14,37.90971756,127.7396393,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-10,1,강원특별자치도 춘천시 우두동 152-7,강원특별자치도 춘천시 우두동 152-7,37.91016769,127.7395782,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-11,1,강원특별자치도 춘천시 우두동 151-6,강원특별자치도 춘천시 우두동 151-6,37.91057205,127.7395554,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-12,1,강원특별자치도 춘천시 우두동 150-9,강원특별자치도 춘천시 우두동 150-9,37.91100311,127.7395248,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-13,1,강원특별자치도 춘천시 우두동 502-4,강원특별자치도 춘천시 우두동 502-4,37.91141129,127.7395248,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-14,1,강원특별자치도 춘천시 우두동 146-10,강원특별자치도 춘천시 우두동 146-10,37.91182327,127.7395248,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-15,1,강원특별자치도 춘천시 우두동 145-8,강원특별자치도 춘천시 우두동 145-8,37.91226578,127.7395172,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-16,1,강원특별자치도 춘천시 우두동 533-5,강원특별자치도 춘천시 우두동 533-5,37.91269302,127.739502,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-17,1,강원특별자치도 춘천시 우두동 533-5,강원특별자치도 춘천시 우두동 533-5,37.91309738,127.739502,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-18,1,강원특별자치도 춘천시 우두동 532-3,강원특별자치도 춘천시 우두동 532-3,37.91353989,127.739502,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
008-19,1,강원특별자치도 춘천시 우두동 533-6,강원특별자치도 춘천시 우두동 533-6,37.91395187,127.7394867,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-01,1,강원특별자치도 춘천시 우두동 280-6,강원특별자치도 춘천시 우두동 280-6,37.9068985,127.7398376,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-02,1,강원특별자치도 춘천시 우두동 279-2,강원특별자치도 춘천시 우두동 279-2,37.90689087,127.7401733,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-03,1,강원특별자치도 춘천시 우두동 279-2,강원특별자치도 춘천시 우두동 279-2,37.90687561,127.7405243,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-04,1,강원특별자치도 춘천시 우두동 160-11,강원특별자치도 춘천시 우두동 160-11,37.90689468,127.7409439,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-05,1,강원특별자치도 춘천시 우두동 162-9,강원특별자치도 춘천시 우두동 162-9,37.90689468,127.7414398,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-06,1,강원특별자치도 춘천시 우두동 276-5,강원특별자치도 춘천시 우두동 276-5,37.90686035,127.7418365,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-07,1,강원특별자치도 춘천시 우두동 274-8,강원특별자치도 춘천시 우두동 274-8,37.90693283,127.7424088,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-08,1,강원특별자치도 춘천시 우두동 168-3,강원특별자치도 춘천시 우두동 168-3,37.90692902,127.7428589,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-09,1,강원특별자치도 춘천시 우두동 170-14,강원특별자치도 춘천시 우두동 170-14,37.9069252,127.7433548,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-10,1,강원특별자치도 춘천시 우두동 206-3,강원특별자치도 춘천시 우두동 206-3,37.90694046,127.7437439,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-11,1,강원특별자치도 춘천시 우두동 207-24,강원특별자치도 춘천시 우두동 207-24,37.90687943,127.7442322,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-12,1,강원특별자치도 춘천시 우두동 205,강원특별자치도 춘천시 우두동 205,37.9071846,127.744194,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-13,1,강원특별자치도 춘천시 우두동 204-12,강원특별자치도 춘천시 우두동 204-12,37.90719223,127.7437515,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-14,1,강원특별자치도 춘천시 우두동 170-13,강원특별자치도 춘천시 우두동 170-13,37.9071846,127.7433548,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-15,1,강원특별자치도 춘천시 우두동 171-3,강원특별자치도 춘천시 우두동 171-3,37.90715027,127.7428436,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-16,1,강원특별자치도 춘천시 우두동 168-4,강원특별자치도 춘천시 우두동 168-4,37.90714645,127.7423935,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-17,1,강원특별자치도 춘천시 우두동 117-10,강원특별자치도 춘천시 우두동 117-10,37.90716171,127.742157,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-18,1,강원특별자치도 춘천시 우두동 162-10,강원특별자치도 춘천시 우두동 162-10,37.90713882,127.7414474,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-19,1,강원특별자치도 춘천시 우두동 161-10,강원특별자치도 춘천시 우두동 161-10,37.90715408,127.7409515,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-20,1,강원특별자치도 춘천시 우두동 160-11,강원특별자치도 춘천시 우두동 160-11,37.90712357,127.7405243,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-21,1,강원특별자치도 춘천시 우두동 279-2,강원특별자치도 춘천시 우두동 279-2,37.90712357,127.7401886,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
009-22,1,강원특별자치도 춘천시 우두동 280-6,강원특별자치도 춘천시 우두동 280-6,37.90712738,127.73983,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-01,1,강원특별자치도 춘천시 우두동 207-3,강원특별자치도 춘천시 우두동 207-3,37.90681839,127.7444305,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-02,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.9069519,127.7450027,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-03,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.90695953,127.7454605,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-04,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.90696335,127.7459106,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-05,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.90695953,127.7463684,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-06,1,강원특별자치도 춘천시 동면 장학리 896,강원특별자치도 춘천시 동면 장학리 896,37.90696716,127.7468338,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-07,1,강원특별자치도 춘천시 동면 장학리 896,강원특별자치도 춘천시 동면 장학리 896,37.90696335,127.7472763,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-08,1,강원특별자치도 춘천시 동면 장학리 896,강원특별자치도 춘천시 동면 장학리 896,37.90697098,127.7477417,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-09,1,강원특별자치도 춘천시 동면 장학리 896,강원특별자치도 춘천시 동면 장학리 896,37.90698242,127.7481995,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-10,1,강원특별자치도 춘천시 동면 장학리 921-2,강원특별자치도 춘천시 동면 장학리 921-2,37.90698242,127.7486496,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-11,2,강원특별자치도 춘천시 동면 장학리 663-28,강원특별자치도 춘천시 동면 장학리 663-28,37.90694427,127.7492065,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-12,1,강원특별자치도 춘천시 동면 장학리 663-28,강원특별자치도 춘천시 동면 장학리 663-28,37.9073143,127.7490082,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-13,1,강원특별자치도 춘천시 동면 장학리 650-14,강원특별자치도 춘천시 동면 장학리 650-14,37.90720749,127.7486343,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-14,1,강원특별자치도 춘천시 동면 장학리 896,강원특별자치도 춘천시 동면 장학리 896,37.90721512,127.7481766,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-15,1,강원특별자치도 춘천시 동면 장학리 896,강원특별자치도 춘천시 동면 장학리 896,37.9072113,127.7477264,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-16,1,강원특별자치도 춘천시 동면 장학리 896,강원특별자치도 춘천시 동면 장학리 896,37.9072113,127.7472763,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-17,1,강원특별자치도 춘천시 동면 장학리 896,강원특별자치도 춘천시 동면 장학리 896,37.90720367,127.7468262,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-18,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.90719223,127.7463684,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-19,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.90719604,127.7459106,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-20,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.90718842,127.7454529,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-21,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.90717697,127.7449875,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
010-22,1,강원특별자치도 춘천시 우두동 202-4,강원특별자치도 춘천시 우두동 202-4,37.90723801,127.7444458,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
